MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogTransSalePrice,TotBaths,Ext,NeighbourhoodRank,ExtRank
90,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Gd,N,FuseF,0,0,1040,2,2,TA,6,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,7,2006,WD,Normal,93500,4.970811610872518,2.0,Cement,NAmes,Cement
60,RL,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,GasA,Ex,Y,SBrkr,900,0,1801,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,116,0,0,0,6,2006,WD,Normal,239900,5.380030247967831,2.5,Vinly,Gilbert,Vinly
60,RL,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,864,0,1728,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,187,56,0,0,0,4,2009,WD,Normal,190000,5.278753600952829,2.5,Vinly,CollgCr,Vinly
70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,Y,SBrkr,664,0,1432,2,1,TA,7,Typ,0,,Detchd,Unf,2,TA,Gd,Y,270,0,112,0,0,5,2007,WD,Abnorml,132000,5.12057393120585,2.0,Wood,OldTown,Wood
20,RL,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,GasA,Gd,Y,SBrkr,0,0,912,3,1,Gd,5,Typ,0,,Detchd,Unf,1,TA,TA,Y,168,0,0,0,0,5,2008,WD,Normal,142000,5.152288344383057,2.5,Wood,Sawyer,Wood
20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,GasA,Ex,Y,SBrkr,0,0,1349,3,1,TA,6,Typ,0,,Attchd,Unf,2,TA,TA,Y,120,55,0,0,0,12,2007,WD,Normal,179000,5.252853030979893,2.0,Vinly,SawyerW,Vinly
80,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,Y,SBrkr,0,0,1464,3,1,TA,6,Min2,1,TA,Attchd,RFn,2,TA,TA,Y,302,0,0,0,100,10,2009,WD,Normal,175000,5.243038048686294,2.5,Wood,Sawyer,Wood
120,RL,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,Y,SBrkr,0,0,1337,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,96,0,70,168,0,10,2008,WD,Normal,180000,5.2552725051033065,3.0,Wood,StoneBr,Wood
60,RL,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,Y,SBrkr,1540,0,2715,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,0,204,0,0,0,7,2008,WD,Normal,299800,5.476831628512261,4.0,Vinly,NWAmes,Vinly
60,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,GasA,Ex,Y,SBrkr,1276,0,2256,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,224,54,0,0,0,4,2009,WD,Normal,236000,5.372912002970106,2.5,Vinly,Gilbert,Vinly
70,RM,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,N,SBrkr,1320,0,2640,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4,TA,TA,N,181,0,386,0,0,5,2009,WD,Normal,265979,5.424847348871119,1.5,Cement,OldTown,Cement
20,RL,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,Y,SBrkr,0,0,1720,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,240,56,154,0,0,3,2010,WD,Normal,260400,5.415640979896154,3.0,Vinly,NoRidge,Vinly
50,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Wall,TA,N,FuseF,441,0,1529,4,1,TA,9,Mod,0,,Detchd,Unf,1,TA,TA,N,92,0,185,0,0,4,2009,WD,Normal,98000,4.991226075692495,2.0,Wood,Edwards,Wood
50,RM,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,348,0,1140,3,1,TA,7,Min2,0,,,,0,,,N,0,160,0,0,0,6,2010,WD,Normal,96500,4.984527313343793,1.0,Wood,OldTown,Wood
60,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,660,0,1320,3,1,Gd,6,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,48,0,0,0,8,2007,WD,Normal,162000,5.209515014542631,2.5,Vinly,Gilbert,Vinly
20,RL,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,Y,SBrkr,0,0,1494,3,1,Gd,6,Typ,0,,Attchd,RFn,2,TA,TA,Y,168,27,0,0,0,7,2006,WD,Normal,217000,5.336459733848529,3.0,Vinly,CollgCr,Vinly
60,RL,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,Y,SBrkr,1060,0,2098,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,52,0,0,0,3,2006,WD,Normal,275500,5.440121603187804,2.5,Vinly,NridgHt,Vinly
20,RL,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,0,0,1026,3,1,Gd,5,Typ,0,,Detchd,RFn,2,TA,TA,Y,171,48,0,0,0,7,2009,WD,Normal,156000,5.193124598354461,2.0,Wood,NAmes,Wood
160,FV,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,729,0,1471,3,1,TA,6,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,24,0,0,0,3,2009,WD,Normal,172500,5.236789099409293,2.5,Metal,Somerst,Metal
60,RL,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,902,0,1768,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,105,0,0,0,4,2009,WD,Normal,212000,5.326335860928752,2.5,Vinly,CollgCr,Vinly
60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,714,0,1386,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,335,0,0,0,0,4,2010,WD,Abnorml,158900,5.201123897207379,2.5,Wood,Sawyer,Wood
160,FV,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,744,0,1501,3,1,TA,6,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,8,2008,WD,Normal,179400,5.253822438708073,2.5,Metal,Somerst,Metal
60,RL,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1203,0,2531,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,222,98,0,0,0,11,2007,WD,Normal,290000,5.4623979978989565,2.5,Vinly,NoRidge,Vinly
20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,0,0,864,2,1,TA,5,Typ,0,,Detchd,Unf,1,Ex,Ex,Y,0,0,0,0,0,10,2009,WD,Normal,127500,5.105510184769974,1.0,Wood,NAmes,Wood
30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,0,0,1301,2,1,Fa,5,Min1,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,10,2009,WD,Normal,100000,5.0,1.0,Wood,BrkSide,Wood
60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,783,0,1547,3,1,Gd,7,Typ,0,,Attchd,Unf,2,TA,TA,Y,169,45,0,0,0,6,2010,Con,Normal,215200,5.332842266994351,2.5,Vinly,Somerst,Vinly
60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1097,0,2365,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,128,0,0,180,7,2009,WD,Normal,337000,5.5276299008713385,3.5,Vinly,NoRidge,Vinly
120,RL,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,0,0,1494,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,30,0,0,216,4,2006,WD,Normal,270000,5.431363764158987,2.5,Brick,Veenker,Brick
20,RL,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,1506,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,174,0,0,0,8,2008,New,Partial,264132,5.421821019842061,2.0,Vinly,Somerst,Vinly
60,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,734,0,1714,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,228,66,156,0,0,3,2010,WD,Normal,196500,5.293362554711446,2.5,Wood,NWAmes,Wood
50,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,767,0,1750,4,1,TA,7,Mod,0,,Attchd,Unf,1,TA,TA,Y,245,0,156,0,0,7,2008,WD,Normal,160000,5.204119982655925,3.0,Vinly,Mitchel,Vinly
20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,0,0,1836,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,120,33,0,0,0,10,2006,WD,Normal,216837,5.336133390065583,2.0,Vinly,CollgCr,Vinly
60,RL,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1589,0,3279,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3,TA,TA,Y,503,36,0,0,210,6,2010,WD,Normal,538000,5.730782275666389,4.5,Cement,StoneBr,Cement
85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,0,0,858,2,1,TA,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,120,0,0,0,0,4,2009,WD,Normal,134900,5.130011949671904,2.0,Wood,Sawyer,Wood
20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,0,0,1220,2,1,TA,6,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,4,2006,COD,Normal,102000,5.008600171761918,1.0,Wood,Edwards,Wood
80,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,0,0,1117,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,144,0,0,0,0,3,2010,WD,Abnorml,107000,5.02938377768521,2.0,Wood,Edwards,Wood
20,RL,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,0,0,912,2,1,TA,5,Typ,0,,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,7,2007,COD,Normal,114500,5.058805486675907,1.0,Wood,NAmes,Wood
20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,0,0,1973,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,315,45,0,0,0,7,2007,New,Partial,395000,5.596597095626461,2.0,Vinly,NridgHt,Vinly
120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,0,0,1204,2,1,TA,5,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,247,0,0,0,6,2009,WD,Normal,162000,5.209515014542631,3.0,Vinly,Mitchel,Vinly
20,RL,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,0,0,1614,3,1,Gd,7,Typ,0,,Attchd,RFn,3,TA,TA,Y,144,59,0,0,0,7,2006,New,Partial,221500,5.345373730559088,2.0,Vinly,CollgCr,Vinly
20,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,0,0,894,3,1,TA,5,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,241,0,0,0,0,6,2006,WD,Normal,142500,5.153814864344529,2.0,Wood,Sawyer,Wood
90,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,0,0,2020,4,2,TA,10,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,10,2007,WD,Normal,144000,5.158362492095249,2.0,Wood,SawyerW,Wood
90,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,0,0,1004,2,1,TA,4,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,5,2006,WD,Normal,135000,5.1303337684950066,2.0,Wood,Mitchel,Wood
20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,0,0,1253,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,220,21,0,0,0,6,2007,WD,Normal,176000,5.2455126678141495,2.0,Wood,Gilbert,Wood
60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,793,0,1603,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,124,0,0,0,7,2006,WD,Normal,175900,5.245265839457462,2.5,Vinly,SawyerW,Vinly
20,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,0,0,1430,3,1,Gd,6,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,33,0,0,0,6,2009,WD,Normal,187100,5.27207378750001,2.0,Vinly,CollgCr,Vinly
85,RL,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,0,0,1110,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,303,30,0,0,0,7,2009,WD,Normal,165500,5.218797998111738,2.0,Wood,Mitchel,Wood
75,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,0,1484,3,1,TA,9,Typ,1,Gd,,,0,,,Y,0,291,134,0,0,6,2008,WD,Normal,128000,5.107209969647869,2.0,Wood,OldTown,Wood
20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,0,0,1342,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,197,9,2009,WD,Normal,161500,5.208172526667122,2.0,Brick,NWAmes,Brick
50,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,686,0,1652,4,1,TA,7,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,196,0,0,6,2010,WD,Normal,139000,5.143014800254095,3.0,Metal,OldTown,Metal
60,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,1128,0,2084,4,1,Gd,8,Typ,0,,BuiltIn,RFn,2,TA,TA,Y,0,45,0,0,0,1,2010,WD,Normal,233000,5.367355921026019,3.5,Vinly,SawyerW,Vinly
20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,0,0,901,2,1,TA,4,Typ,0,,Detchd,Unf,1,Fa,TA,Y,0,0,0,0,0,8,2008,WD,Normal,107900,5.033021444682911,1.0,Metal,OldTown,Metal
60,RL,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,1111,0,2087,5,1,Gd,9,Typ,0,,Attchd,Fin,2,TA,TA,Y,133,168,0,0,0,7,2007,WD,Normal,187500,5.273001272063738,2.5,Wood,ClearCr,Wood
120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,0,0,1145,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,16,0,0,0,9,2009,WD,Normal,160200,5.204662511748219,2.0,Vinly,Blmngtn,Vinly
80,RL,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,0,0,1062,3,1,TA,5,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,120,0,0,0,0,5,2007,WD,Normal,146800,5.166726055580051,2.0,Wood,Mitchel,Wood
